Dia;Hora;Temp Amb [ºC];Umidade [%];T1 [ºC];T2 [ºC];T3 [ºC];Isc [mA];Tensão [V];Corrente [mA]
01/11/2019;22:20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
01/11/2019;22:20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
01/11/2019;22:20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
01/11/2019;22:21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
01/11/2019;22:22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
01/11/2019;22:23;21.0;22.0;21.0625;21.0;21.0625;0.0;0.00800000037997961;-0.10000000149011612
01/11/2019;22:24;21.0;22.0;21.0;20.9375;21.0;0.0;0.012000000104308128;-0.30000001192092896
01/11/2019;22:25;21.0;22.0;21.0625;21.0;21.0625;0.0;0.012000000104308128;-0.4000000059604645
01/11/2019;22:26;21.0;22.0;21.0625;21.0;21.0625;0.0;0.00800000037997961;-0.20000000298023224
01/11/2019;22:28;21.0;22.0;21.0625;21.0;21.0625;0.0;0.00800000037997961;0.0
01/11/2019;22:29;21.0;22.0;21.0625;21.0;21.0625;0.0;0.00800000037997961;-0.20000000298023224
01/11/2019;22:30;21.0;22.0;21.0625;21.0;21.0625;0.0;0.00800000037997961;-0.20000000298023224
01/11/2019;22:31;21.0;22.0;21.0;20.9375;21.0;0.0;0.00800000037997961;-0.4000000059604645
01/11/2019;22:33;21.0;22.0;21.0;21.0;21.0625;0.0;0.00800000037997961;-0.10000000149011612
01/11/2019;22:34;21.0;22.0;20.9375;20.875;20.9375;0.0;0.00800000037997961;-0.20000000298023224
01/11/2019;22:35;21.0;22.0;20.9375;20.875;20.9375;0.0;0.00800000037997961;-0.20000000298023224
01/11/2019;22:36;21.0;22.0;20.9375;20.875;20.9375;0.0;0.00800000037997961;-0.30000001192092896
01/11/2019;22:37;21.0;22.0;20.9375;21.0;21.0;0.10000000149011612;0.00800000037997961;-0.10000000149011612
01/11/2019;22:39;21.0;22.0;21.0;20.9375;20.9375;0.10000000149011612;0.012000000104308128;-0.30000001192092896
01/11/2019;22:40;21.0;22.0;20.9375;20.8125;20.875;0.10000000149011612;0.012000000104308128;-0.30000001192092896
01/11/2019;22:41;21.0;22.0;20.9375;20.9375;20.9375;0.10000000149011612;0.00800000037997961;-0.10000000149011612
01/11/2019;22:42;21.0;22.0;21.0;20.9375;21.0;0.10000000149011612;0.00800000037997961;-0.30000001192092896
01/11/2019;22:44;21.0;22.0;20.8125;20.8125;20.9375;0.10000000149011612;0.00800000037997961;-0.30000001192092896
01/11/2019;22:45;21.0;22.0;20.8125;20.8125;20.875;0.10000000149011612;0.012000000104308128;0.0
01/11/2019;22:46;21.0;22.0;20.8125;20.8125;20.875;0.10000000149011612;0.012000000104308128;-0.4000000059604645
01/11/2019;22:47;21.0;22.0;20.875;20.875;20.875;0.10000000149011612;0.00800000037997961;-0.30000001192092896
01/11/2019;22:48;21.0;22.0;20.875;20.875;20.875;0.10000000149011612;0.00800000037997961;-0.30000001192092896
01/11/2019;22:50;21.0;22.0;20.8125;20.8125;20.8125;0.10000000149011612;0.00800000037997961;-0.5
01/11/2019;22:51;21.0;22.0;20.8125;20.8125;20.8125;0.10000000149011612;0.00800000037997961;-0.20000000298023224
01/11/2019;22:52;21.0;22.0;20.875;20.8125;20.8125;0.10000000149011612;0.00800000037997961;-0.30000001192092896
01/11/2019;22:54;21.0;22.0;20.8125;20.8125;20.8125;-0.30000001192092896;0.00800000037997961;-0.10000000149011612
01/11/2019;22:55;21.0;22.0;20.75;20.75;20.75;-0.30000001192092896;0.00800000037997961;-0.20000000298023224
01/11/2019;22:56;21.0;22.0;20.6875;20.625;20.6875;-0.30000001192092896;0.012000000104308128;-0.4000000059604645
01/11/2019;22:57;21.0;22.0;20.6875;20.625;20.625;-0.30000001192092896;0.012000000104308128;-0.30000001192092896
01/11/2019;22:59;21.0;22.0;20.75;20.6875;20.6875;-0.30000001192092896;0.012000000104308128;-0.30000001192092896
