Dia;Hora;Temp Amb [ºC];Umidade [%];T1 [ºC];T2 [ºC];T3 [ºC];Isc [mA];Tensão [V];Corrente [mA]
03/11/2019;03:00;1.0;84.0;22.6875;22.5625;22.625;-0.30000001192092896;0.00800000037997961;-0.30000001192092896
03/11/2019;03:01;1.0;84.0;22.6875;22.5625;22.6875;-0.30000001192092896;0.012000000104308128;0.0
03/11/2019;03:03;1.0;84.0;22.6875;22.5625;22.6875;-0.30000001192092896;0.00800000037997961;-0.4000000059604645
03/11/2019;03:04;1.0;84.0;22.6875;22.5625;22.6875;-0.10000000149011612;0.00800000037997961;-0.30000001192092896
03/11/2019;03:06;1.0;84.0;22.75;22.625;22.6875;-0.10000000149011612;0.012000000104308128;-0.10000000149011612
03/11/2019;03:07;1.0;84.0;22.75;22.6875;22.75;-0.10000000149011612;0.012000000104308128;-0.20000000298023224
03/11/2019;03:08;1.0;84.0;22.75;22.6875;22.75;-0.10000000149011612;0.012000000104308128;-0.20000000298023224
03/11/2019;03:09;1.0;84.0;22.75;22.625;22.8125;-0.10000000149011612;0.00800000037997961;-0.30000001192092896
03/11/2019;03:10;1.0;84.0;22.75;22.6875;22.75;-0.10000000149011612;0.012000000104308128;-0.20000000298023224
03/11/2019;03:12;1.0;84.0;22.75;22.625;22.6875;-0.10000000149011612;0.012000000104308128;0.0
03/11/2019;03:13;1.0;84.0;22.6875;22.5625;22.6875;-0.10000000149011612;0.012000000104308128;-0.20000000298023224
03/11/2019;03:14;1.0;84.0;22.6875;22.5625;22.6875;-0.10000000149011612;0.012000000104308128;-0.20000000298023224
03/11/2019;03:15;1.0;84.0;22.625;22.5625;22.6875;-0.10000000149011612;0.012000000104308128;0.0
03/11/2019;03:16;1.0;84.0;22.5625;22.5;22.625;-0.10000000149011612;0.00800000037997961;-0.30000001192092896
03/11/2019;03:18;1.0;84.0;22.5625;22.5;22.625;-0.10000000149011612;0.012000000104308128;-0.5
03/11/2019;03:19;1.0;84.0;22.5;22.4375;22.5625;-0.20000000298023224;0.012000000104308128;-0.10000000149011612
03/11/2019;03:21;1.0;84.0;22.4375;22.375;22.625;-0.20000000298023224;0.012000000104308128;0.10000000149011612
03/11/2019;03:22;1.0;84.0;22.4375;22.375;22.5625;-0.20000000298023224;0.00800000037997961;-0.30000001192092896
03/11/2019;03:23;1.0;84.0;22.4375;22.375;22.5625;-0.20000000298023224;0.012000000104308128;-0.30000001192092896
03/11/2019;03:24;1.0;84.0;22.4375;22.4375;22.5625;-0.20000000298023224;0.012000000104308128;-0.30000001192092896
03/11/2019;03:26;1.0;84.0;22.5;22.4375;22.5625;-0.20000000298023224;0.00800000037997961;-0.20000000298023224
03/11/2019;03:27;1.0;84.0;22.5;22.4375;22.5;-0.20000000298023224;0.012000000104308128;-0.20000000298023224
03/11/2019;03:28;1.0;84.0;22.5;22.4375;22.5;-0.20000000298023224;0.00800000037997961;-0.10000000149011612
03/11/2019;03:29;1.0;84.0;22.5;22.4375;22.5;-0.20000000298023224;0.00800000037997961;-0.10000000149011612
03/11/2019;03:30;1.0;84.0;22.5625;22.4375;22.5625;-0.20000000298023224;0.012000000104308128;-0.30000001192092896
03/11/2019;03:32;1.0;84.0;22.75;22.625;22.6875;-0.20000000298023224;0.012000000104308128;-0.20000000298023224
03/11/2019;03:33;1.0;84.0;22.8125;22.625;22.6875;-0.20000000298023224;0.00800000037997961;-0.4000000059604645
