Dia;Hora;Temp Amb [ºC];Umidade [%];T1 [ºC];T2 [ºC];T3 [ºC];Isc [mA];Tensão [V];Corrente [mA]
28/10/2019;23:00;24.0;21.0;24.375;24.25;24.1875;-0.20000000298023224;0.00800000037997961;0.0
28/10/2019;23:02;24.0;21.0;24.3125;24.25;24.1875;0.0;0.012000000104308128;0.0
28/10/2019;23:03;24.0;21.0;24.3125;24.3125;24.25;0.0;0.00800000037997961;-0.20000000298023224
28/10/2019;23:04;24.0;21.0;24.1875;24.3125;24.125;0.0;0.00800000037997961;0.10000000149011612
28/10/2019;23:05;24.0;21.0;24.125;24.3125;24.125;0.0;0.012000000104308128;0.0
28/10/2019;23:06;24.0;21.0;24.0625;24.1875;24.0625;0.0;0.012000000104308128;-0.20000000298023224
28/10/2019;23:08;24.0;21.0;24.0625;24.1875;24.0625;0.0;0.00800000037997961;0.10000000149011612
28/10/2019;23:09;24.0;21.0;24.0;24.1875;24.0;0.0;0.012000000104308128;0.0
28/10/2019;23:10;24.0;21.0;23.9375;24.1875;24.0;0.0;0.00800000037997961;-0.30000001192092896
28/10/2019;23:11;24.0;21.0;23.9375;24.125;23.9375;0.0;0.00800000037997961;0.20000000298023224
28/10/2019;23:12;24.0;21.0;23.8125;24.0;23.875;0.0;0.00800000037997961;0.10000000149011612
28/10/2019;23:14;24.0;21.0;23.8125;24.0;23.8125;0.0;0.012000000104308128;-0.10000000149011612
28/10/2019;23:15;24.0;21.0;23.75;23.9375;23.75;0.0;0.012000000104308128;0.0
28/10/2019;23:17;24.0;21.0;23.625;23.9375;23.75;-0.10000000149011612;0.00800000037997961;-0.10000000149011612
28/10/2019;23:18;24.0;21.0;23.625;23.8125;23.6875;-0.10000000149011612;0.012000000104308128;-0.10000000149011612
28/10/2019;23:19;24.0;21.0;23.5;23.8125;23.625;-0.10000000149011612;0.012000000104308128;0.0
28/10/2019;23:20;24.0;21.0;23.4375;23.8125;23.5625;-0.10000000149011612;0.004000000189989805;-0.20000000298023224
28/10/2019;23:22;24.0;21.0;23.4375;23.75;23.5;-0.10000000149011612;0.012000000104308128;-0.20000000298023224
28/10/2019;23:23;24.0;21.0;23.375;23.6875;23.375;-0.10000000149011612;0.012000000104308128;-0.10000000149011612
28/10/2019;23:24;24.0;21.0;23.375;23.6875;23.5;-0.10000000149011612;0.012000000104308128;0.10000000149011612
28/10/2019;23:25;24.0;21.0;23.4375;23.6875;23.5;-0.10000000149011612;0.012000000104308128;-0.10000000149011612
28/10/2019;23:26;24.0;21.0;23.375;23.5625;23.375;-0.10000000149011612;0.012000000104308128;-0.30000001192092896
28/10/2019;23:28;24.0;21.0;23.3125;23.4375;23.3125;-0.10000000149011612;0.012000000104308128;-0.4000000059604645
28/10/2019;23:29;24.0;21.0;23.375;23.4375;23.3125;-0.10000000149011612;0.012000000104308128;-0.20000000298023224
28/10/2019;23:30;24.0;21.0;23.375;23.4375;23.3125;-0.10000000149011612;0.012000000104308128;-0.10000000149011612
28/10/2019;23:31;24.0;21.0;23.4375;23.4375;23.375;-0.10000000149011612;0.00800000037997961;-0.10000000149011612
28/10/2019;23:33;24.0;21.0;23.5;23.5625;23.375;0.20000000298023224;0.00800000037997961;-0.30000001192092896
28/10/2019;23:34;24.0;21.0;23.5625;23.5;23.4375;0.20000000298023224;0.012000000104308128;-0.10000000149011612
28/10/2019;23:35;24.0;21.0;23.75;23.625;23.5625;0.20000000298023224;0.012000000104308128;-0.10000000149011612
28/10/2019;23:37;24.0;21.0;23.75;23.6875;23.625;0.20000000298023224;0.012000000104308128;0.0
28/10/2019;23:38;24.0;21.0;23.8125;23.75;23.6875;0.20000000298023224;0.012000000104308128;0.10000000149011612
28/10/2019;23:39;24.0;21.0;23.9375;23.875;23.875;0.20000000298023224;0.012000000104308128;0.0
28/10/2019;23:40;24.0;21.0;23.9375;23.875;23.875;0.20000000298023224;0.00800000037997961;-0.30000001192092896
28/10/2019;23:41;24.0;21.0;23.875;23.8125;23.6875;0.20000000298023224;0.012000000104308128;0.0
28/10/2019;23:43;24.0;21.0;23.75;23.75;23.625;0.20000000298023224;0.012000000104308128;0.0
28/10/2019;23:44;24.0;21.0;23.6875;23.5625;23.5625;0.20000000298023224;0.012000000104308128;0.10000000149011612
28/10/2019;23:45;24.0;21.0;23.625;23.5625;23.5;0.20000000298023224;0.012000000104308128;-0.10000000149011612
28/10/2019;23:46;24.0;21.0;23.625;23.5;23.4375;0.20000000298023224;0.012000000104308128;-0.10000000149011612
28/10/2019;23:48;24.0;21.0;23.5625;23.375;23.375;-0.10000000149011612;0.012000000104308128;-0.10000000149011612
28/10/2019;23:49;24.0;21.0;23.5625;23.375;23.375;-0.10000000149011612;0.00800000037997961;0.0
28/10/2019;23:50;24.0;21.0;23.5;23.3125;23.3125;-0.10000000149011612;0.012000000104308128;0.0
