Dia;Hora;Temp Amb [ºC];Umidade [%];T1 [ºC];T2 [ºC];T3 [ºC];Isc [mA];Tensão [V];Corrente [mA]
02/11/2019;01:00;20.0;23.0;20.1875;20.125;20.1875;-0.4000000059604645;0.012000000104308128;-0.20000000298023224
02/11/2019;01:02;20.0;23.0;20.125;20.125;20.1875;-0.4000000059604645;0.00800000037997961;-0.20000000298023224
02/11/2019;01:03;20.0;23.0;20.125;20.125;20.1875;-0.4000000059604645;0.00800000037997961;-0.30000001192092896
02/11/2019;01:04;20.0;23.0;20.125;20.0625;20.1875;-0.4000000059604645;0.012000000104308128;-0.10000000149011612
02/11/2019;01:05;20.0;23.0;20.125;20.125;20.125;-0.4000000059604645;0.00800000037997961;-0.4000000059604645
02/11/2019;01:06;20.0;23.0;20.125;20.0625;20.125;-0.4000000059604645;0.00800000037997961;-0.20000000298023224
02/11/2019;01:08;20.0;23.0;20.25;20.1875;20.1875;-0.4000000059604645;0.00800000037997961;-0.30000001192092896
02/11/2019;01:09;20.0;23.0;20.1875;20.125;20.125;-0.4000000059604645;0.00800000037997961;-0.4000000059604645
02/11/2019;01:10;20.0;23.0;20.125;20.125;20.125;-0.4000000059604645;0.012000000104308128;-0.30000001192092896
02/11/2019;01:11;20.0;23.0;20.0625;20.0625;20.0625;-0.4000000059604645;0.00800000037997961;-0.30000001192092896
02/11/2019;01:12;20.0;23.0;20.0625;20.0625;20.125;-0.4000000059604645;0.012000000104308128;-0.30000001192092896
02/11/2019;01:14;20.0;23.0;20.0625;20.0625;20.125;-0.20000000298023224;0.012000000104308128;-0.4000000059604645
02/11/2019;01:15;20.0;23.0;20.125;20.0625;20.125;-0.20000000298023224;0.012000000104308128;-0.30000001192092896
02/11/2019;01:17;20.0;23.0;20.125;20.0625;20.125;-0.20000000298023224;0.00800000037997961;-0.30000001192092896
02/11/2019;01:18;20.0;23.0;20.0625;20.0625;20.125;-0.20000000298023224;0.012000000104308128;-0.20000000298023224
02/11/2019;01:19;20.0;23.0;20.125;20.125;20.125;-0.20000000298023224;0.012000000104308128;-0.30000001192092896
