Dia;Hora;Temp Amb [ºC];Umidade [%];T1 [ºC];T2 [ºC];T3 [ºC];Isc [mA];Tensão [V];Corrente [mA]
26/10/2019;10:00;43.0;11.0;48.75;48.6875;49.8125;504.5;14.359999656677246;480.1000061035156
26/10/2019;10:01;43.0;11.0;49.1875;48.4375;49.875;504.5;14.380000114440918;480.5
26/10/2019;10:03;45.0;10.0;49.1875;49.5;49.875;504.5;14.399999618530273;481.5
26/10/2019;10:04;47.0;9.0;49.0;51.125;50.9375;504.5;14.432000160217285;482.5
26/10/2019;10:05;47.0;9.0;48.875;50.875;50.8125;504.5;14.447999954223633;483.6000061035156
26/10/2019;10:06;45.0;10.0;49.875;50.875;51.3125;504.5;14.47599983215332;484.3999938964844
26/10/2019;10:08;45.0;10.0;50.5625;50.125;51.25;528.9000244140625;14.484000205993652;484.8999938964844
26/10/2019;10:09;45.0;10.0;50.75;50.125;51.5625;528.9000244140625;14.407999992370605;482.0
26/10/2019;10:11;48.0;9.0;51.125;51.4375;51.8125;528.9000244140625;14.45199966430664;483.8999938964844
26/10/2019;10:12;48.0;9.0;51.3125;52.4375;52.5;528.9000244140625;14.508000373840332;485.8999938964844
26/10/2019;10:13;48.0;9.0;51.3125;53.1875;52.875;528.9000244140625;14.527999877929688;486.5
26/10/2019;10:14;50.0;8.0;50.6875;53.625;52.5;528.9000244140625;14.552000045776367;487.29998779296875
26/10/2019;10:15;48.0;9.0;50.8125;53.625;52.9375;528.9000244140625;14.576000213623047;488.3999938964844
26/10/2019;10:17;45.0;10.0;51.5;52.0625;52.5;528.9000244140625;14.607999801635742;489.8999938964844
26/10/2019;10:18;48.0;9.0;51.5625;52.9375;52.875;528.9000244140625;14.62399959564209;490.1000061035156
26/10/2019;10:19;48.0;9.0;51.25;53.6875;53.0;528.9000244140625;14.64799976348877;491.20001220703125
26/10/2019;10:20;50.0;8.0;50.6875;54.0;52.9375;528.9000244140625;14.668000221252441;492.0
26/10/2019;10:21;50.0;8.0;50.8125;54.5625;53.375;528.9000244140625;14.687999725341797;493.0
26/10/2019;10:23;48.0;9.0;50.125;52.1875;52.0625;550.9000244140625;14.755999565124512;495.0
26/10/2019;10:24;48.0;9.0;50.0;52.5;52.4375;550.9000244140625;14.631999969482422;490.6000061035156
26/10/2019;10:26;49.0;8.0;51.0625;53.4375;53.375;550.9000244140625;14.63599967956543;491.0
26/10/2019;10:27;50.0;8.0;51.9375;53.3125;53.6875;550.9000244140625;14.668000221252441;491.79998779296875
26/10/2019;10:28;49.0;8.0;52.1875;53.25;53.9375;550.9000244140625;14.711999893188477;493.5
26/10/2019;10:29;49.0;8.0;52.0;53.6875;53.3125;550.9000244140625;14.784000396728516;496.0
26/10/2019;10:30;49.0;8.0;50.5625;53.75;52.375;550.9000244140625;14.800000190734863;496.29998779296875
26/10/2019;10:32;50.0;8.0;51.125;54.875;53.4375;550.9000244140625;14.748000144958496;494.70001220703125
26/10/2019;10:33;51.0;7.0;51.125;55.4375;53.4375;550.9000244140625;14.800000190734863;496.6000061035156
26/10/2019;10:34;50.0;8.0;50.1875;55.4375;52.875;550.9000244140625;14.82800006866455;497.5
26/10/2019;10:35;50.0;8.0;50.1875;54.9375;52.5;550.9000244140625;14.883999824523926;499.70001220703125
26/10/2019;10:36;50.0;8.0;48.75;54.5625;51.3125;550.9000244140625;14.899999618530273;500.29998779296875
26/10/2019;10:38;50.0;8.0;48.6875;55.0;51.625;550.9000244140625;14.935999870300293;501.6000061035156
26/10/2019;10:39;50.0;8.0;48.6875;54.0;51.125;567.7000122070312;14.935999870300293;501.5
26/10/2019;10:41;50.0;8.0;49.125;54.625;51.875;567.7000122070312;14.791999816894531;497.0
26/10/2019;10:42;53.0;6.0;49.75;56.4375;53.125;567.7000122070312;14.795999526977539;497.0
26/10/2019;10:43;53.0;6.0;49.875;56.4375;52.9375;567.7000122070312;14.815999984741211;497.79998779296875
26/10/2019;10:44;53.0;6.0;49.625;56.125;52.5;567.7000122070312;14.847999572753906;499.1000061035156
26/10/2019;10:45;53.0;6.0;49.25;56.5;52.5;567.7000122070312;14.871999740600586;500.1000061035156
26/10/2019;10:47;53.0;6.0;48.1875;56.0625;51.375;567.7000122070312;14.880000114440918;500.1000061035156
26/10/2019;10:48;53.0;6.0;48.25;56.4375;51.8125;567.7000122070312;14.911999702453613;501.5
26/10/2019;10:49;53.0;6.0;48.375;56.125;51.5;567.7000122070312;14.960000038146973;502.8999938964844
26/10/2019;10:50;53.0;6.0;46.6875;55.4375;50.4375;567.7000122070312;14.944000244140625;502.5
26/10/2019;10:52;53.0;6.0;47.9375;56.375;51.6875;567.7000122070312;14.920000076293945;501.3999938964844
26/10/2019;10:53;53.0;6.0;48.375;56.875;52.375;567.7000122070312;14.907999992370605;501.5
26/10/2019;10:55;55.0;5.0;49.5625;57.4375;52.9375;584.5;14.911999702453613;501.79998779296875
26/10/2019;10:56;53.0;6.0;49.8125;57.3125;53.1875;584.5;14.895999908447266;501.5
26/10/2019;10:57;53.0;6.0;49.625;57.9375;53.625;584.5;14.932000160217285;502.79998779296875
26/10/2019;10:58;53.0;6.0;49.125;57.5625;52.8125;584.5;14.9399995803833;503.0
26/10/2019;10:59;51.0;7.0;49.4375;56.625;52.5625;584.5;14.95199966430664;503.5
