Dia;Hora;Temp Amb [ºC];Umidade [%];T1 [ºC];T2 [ºC];T3 [ºC];Isc [mA];Tensão [V];Corrente [mA]
28/10/2019;22:01;24.0;21.0;24.4375;24.0;24.25;0.0;0.012000000104308128;-0.20000000298023224
28/10/2019;22:02;24.0;21.0;24.375;23.9375;24.125;0.0;0.00800000037997961;-0.20000000298023224
28/10/2019;22:03;24.0;21.0;24.375;24.0;24.1875;0.0;0.012000000104308128;0.10000000149011612
28/10/2019;22:04;24.0;21.0;24.375;24.0;24.1875;0.0;0.012000000104308128;0.20000000298023224
28/10/2019;22:05;24.0;21.0;24.25;23.8125;24.0625;0.0;0.012000000104308128;-0.10000000149011612
28/10/2019;22:07;24.0;21.0;24.25;23.75;24.0;0.0;0.012000000104308128;-0.10000000149011612
28/10/2019;22:08;24.0;21.0;24.25;23.75;24.0;0.0;0.012000000104308128;-0.10000000149011612
28/10/2019;22:09;24.0;21.0;24.1875;23.75;24.0;0.0;0.012000000104308128;-0.20000000298023224
28/10/2019;22:10;24.0;21.0;24.1875;23.75;23.9375;0.0;0.01600000075995922;-0.10000000149011612
28/10/2019;22:11;24.0;21.0;24.0625;23.625;23.8125;0.0;0.012000000104308128;-0.10000000149011612
28/10/2019;22:13;24.0;21.0;24.0;23.5625;23.75;0.0;0.00800000037997961;0.20000000298023224
28/10/2019;22:14;24.0;21.0;24.0625;23.6875;23.8125;-0.20000000298023224;0.00800000037997961;-0.10000000149011612
28/10/2019;22:15;24.0;21.0;24.0625;23.6875;23.8125;-0.20000000298023224;0.00800000037997961;-0.20000000298023224
28/10/2019;22:16;24.0;21.0;24.0;23.75;23.8125;-0.20000000298023224;0.012000000104308128;-0.10000000149011612
28/10/2019;22:18;24.0;21.0;24.0;23.6875;23.75;-0.20000000298023224;0.00800000037997961;0.10000000149011612
28/10/2019;22:19;24.0;21.0;24.0;23.75;23.8125;-0.20000000298023224;0.00800000037997961;0.20000000298023224
28/10/2019;22:20;24.0;21.0;23.9375;23.6875;23.75;-0.20000000298023224;0.012000000104308128;-0.10000000149011612
28/10/2019;22:21;24.0;21.0;23.9375;23.75;23.75;-0.20000000298023224;0.012000000104308128;0.0
28/10/2019;22:22;24.0;21.0;23.875;23.6875;23.6875;-0.20000000298023224;0.012000000104308128;0.0
28/10/2019;22:24;24.0;21.0;23.9375;23.6875;23.75;-0.20000000298023224;0.012000000104308128;0.0
28/10/2019;22:25;24.0;21.0;23.8125;23.625;23.6875;-0.20000000298023224;0.012000000104308128;-0.10000000149011612
28/10/2019;22:26;24.0;21.0;23.75;23.5;23.5625;-0.20000000298023224;0.012000000104308128;0.0
28/10/2019;22:27;24.0;21.0;23.75;23.5;23.5625;-0.20000000298023224;0.012000000104308128;0.20000000298023224
28/10/2019;22:28;24.0;21.0;23.6875;23.4375;23.5;-0.20000000298023224;0.012000000104308128;-0.10000000149011612
28/10/2019;22:30;24.0;21.0;23.6875;23.5;23.5625;-0.10000000149011612;0.012000000104308128;-0.30000001192092896
