Dia;Hora;Temp Amb [ºC];Umidade [%];T1 [ºC];T2 [ºC];T3 [ºC];Isc [mA];Tensão [V];Corrente [mA]
02/11/2019;18:00;27.0;19.0;26.75;26.9375;26.5625;21.299999237060547;0.6480000019073486;20.399999618530273
02/11/2019;18:01;26.0;20.0;26.625;26.8125;26.5625;21.299999237060547;0.6520000100135803;20.899999618530273
02/11/2019;18:03;26.0;20.0;26.6875;26.75;26.5;21.299999237060547;0.6639999747276306;20.799999237060547
02/11/2019;18:04;26.0;20.0;26.5625;26.6875;26.4375;21.299999237060547;0.656000018119812;20.5
02/11/2019;18:05;26.0;20.0;26.5;26.625;26.375;21.299999237060547;0.6359999775886536;20.100000381469727
02/11/2019;18:06;26.0;20.0;26.5;26.625;26.3125;21.299999237060547;0.6079999804496765;19.399999618530273
02/11/2019;18:07;26.0;20.0;26.4375;26.5;26.1875;21.299999237060547;0.5879999995231628;18.5
02/11/2019;18:09;26.0;20.0;26.4375;26.5;26.25;21.299999237060547;0.5640000104904175;17.700000762939453
02/11/2019;18:10;26.0;20.0;26.25;26.3125;26.0625;21.299999237060547;0.5040000081062317;15.899999618530273
02/11/2019;18:11;26.0;20.0;26.3125;26.3125;26.0625;21.299999237060547;0.47999998927116394;14.899999618530273
02/11/2019;18:12;26.0;20.0;26.3125;26.3125;26.0625;21.299999237060547;0.4519999921321869;14.300000190734863
02/11/2019;18:14;26.0;20.0;26.125;26.25;25.9375;13.199999809265137;0.4399999976158142;13.699999809265137
02/11/2019;18:15;26.0;20.0;26.125;26.1875;25.9375;13.199999809265137;0.41200000047683716;12.800000190734863
02/11/2019;18:16;26.0;20.0;26.0625;26.0625;25.875;13.199999809265137;0.3799999952316284;11.600000381469727
02/11/2019;18:18;26.0;20.0;26.0;26.0;25.8125;13.199999809265137;0.36000001430511475;11.199999809265137
02/11/2019;18:19;26.0;20.0;25.875;25.9375;25.75;13.199999809265137;0.3400000035762787;10.5
02/11/2019;18:20;26.0;20.0;25.9375;25.9375;25.8125;13.199999809265137;0.3199999928474426;9.699999809265137
02/11/2019;18:21;26.0;20.0;25.8125;25.875;25.6875;13.199999809265137;0.30000001192092896;9.100000381469727
02/11/2019;18:22;26.0;20.0;25.75;25.75;25.625;13.199999809265137;0.2720000147819519;8.399999618530273
02/11/2019;18:24;26.0;20.0;25.6875;25.6875;25.5625;13.199999809265137;0.25600001215934753;8.0
02/11/2019;18:25;26.0;20.0;25.75;25.6875;25.5625;13.199999809265137;0.24799999594688416;7.699999809265137
